name,rating,rating_amt,open_hr,delivery_hr,price_scale,seat_amt,check_in,bookmarked,car_park,wi_fi,pet_allows,card_accept,delivery,for_kids,for_group,chang_khlan,chang_moi,chang_phueak,chom_thong,fa_ham,fang,hang_dong,huai_sai,huai_kaew,mae_hia,mae_rim,mae_taeng,mae_on,mueang_chiang_mai,nong_hoi,nong_pa_khrang,pa_daet,san_kamphaeng,san_klang,san_sai,saraphi,sri_phum,suthep,tha_sala,tha_wang_tan,ton_pao,chiang_mai_business_park,nimmanhaemin,san_pa_tong,charoenrat_rd,wiang_bua_rd,ratchaphruek_rd,prapokkloa_rd,rajavithi_rd,chotana_rd,sirimangkalachan_rd,bread,croissant,baguette,pastry,cake,cupcake,muffin,donut,cookie,brownie,pie,pretzel,scone,roll,bun,danish,tart,macaron,cinnamon_roll,cheesecake,biscuit,pain_au_chocolat,pita_bread,quiche,brioche,pita,delicious,fresh,fragrant,soft,inexpensive,good_atmosphere,good_service,affordable,good_quality,good_manner,warm,tasty,authentic,enjoyable,clean,attentive,lovely,beautiful,adorable,worth,recommended,reasonable_price,nice_looking,not_tasty,not_fresh,not_fragrant,tough,expensive,terrible_atmosphere,bad_service,bad_quality,dirty,inattentive,unlovely,ugly,not_cute,not_worth,not_recommend
The Giant Chiang Mai Thailand (เดอะ ไจแอนท์),3.2,185,08:30 - 17:00,,2,40,88,969,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211472213,0.035245369,0.176226844,0,0.070490738,0.59917127,0.387699057,0,0.070490738,0,0,0,0,0.070490738,0,0.105736107,0.563925901,0,0,0.246717582,0,0,0,0,0,0.035245369,0,0,0,0.035245369,0,0,0,0.070490738,0,0,0,0.035245369
GRAPH CAFE (กราฟคาเฟ่),4.1,81,09:00 - 17:00,,2,10,36,989,FALSE,FALSE,FALSE,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360141203,0.288112962,0.396155323,0.324127083,0.108042361,0.108042361,0.03601412,0,0,0,0.072028241,0.072028241,0,0,0,0.540211805,0.288112962,0.072028241,0,0.324127083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072028241,0,0,0,0
Per La Mer Cafe (เป้อ หละ เหม้อ คาเฟ่),4,6,10:00 - 18:00,,2,N/A,1,24,TRUE,,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0.288675135,0.866025404,0,0,0.144337567,0,0,0,0,0,0.144337567,0,0.144337567,0,0.144337567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komegura,4.1,8,09:30 - 17:00,,1,80,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ต้องตา & ตะวัน เบเกอรี่ (Tongta & Tawan Bakery),4.2,75,07:30 - 20:00,,1,0,41,457,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792797231,0.090605398,0.43037564,0.090605398,0,0.022651349,0.135908097,0,0,0,0,0,0,0.022651349,0.067954048,0.317118893,0.045302699,0,0.022651349,0.203862145,0,0,0,0,0,0,0,0.022651349,0,0,0,0,0,0.022651349,0,0,0,0
Match.Match By (Matchapen),4,4,08:00 - 18:00,,2,40,2,33,TRUE,TRUE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0.471404521,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0.23570226,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L’opera French Bakery (โลเปร่า),4.1,20,07:00 - 19:00,,1,40,13,117,FALSE,TRUE,FALSE,TRUE,,TRUE,TRUE,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0.447213595,0,0,0,0,0.447213595,0,0,0,0,0,0.447213595,0.447213595,0,0,0,0,0,0,0,0,0,0.703679195,0.087959899,0.263879698,0.175919799,0,0.04397995,0.175919799,0,0.087959899,0,0,0,0.04397995,0,0.04397995,0.395819547,0,0,0,0.439799497,0,0,0.04397995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DoctorGen_Y BakeRoom,3.9,51,10:00 - 18:00,,2,10,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517476982,0.129369245,0.258738491,0.22639618,0.097026934,0.323423114,0.161711557,0.032342311,0,0.032342311,0.032342311,0.032342311,0,0.032342311,0,0.485134671,0.194053868,0.258738491,0.032342311,0.323423114,0,0,0.032342311,0,0,0.032342311,0,0,0,0,0,0,0,0.064684623,0,0,0,0
Chiang Mai Rice Life,3.9,48,09:00 - 18:00,,2,40,18,254,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0.577350269,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429505083,0.20616244,0.240522846,0.085901017,0.017180203,0.635667523,0.30924366,0,0.05154061,0,0,0.017180203,0,0.017180203,0,0.137441627,0.41232488,0.034360407,0,0.120261423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Coffee House (กาแฟริช),3.4,7,08:00 - 17:00,08:00 - 17:00,1,40,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281581295,0.683840289,0.563162591,0.160903597,0,0.040225899,0.160903597,0,0,0,0,0,0,0,0,0.281581295,0,0,0,0.040225899,0,0,0,0,0,0.040225899,0,0,0,0,0,0,0,0,0,0,0,0
บ้านสวนกาแฟ (BANSUAN COFFEE),4,269,08:00 - 17:00,,2,150,88,1003,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419079038,0.239473736,0.419079038,0.149671085,0,0.568750123,0.239473736,0,0.029934217,0,0,0.029934217,0,0.089802651,0.029934217,0.269407953,0.209539519,0.029934217,0,0.239473736,0.029934217,0,0.029934217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029934217
PAPA'S GARDEN (บ้านสวนคุณพ่อ),4.1,33,09:00 - 18:00,09:00 - 17:30,1,80,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.520665602,0.1115712,0.223142401,0.0743808,0,0.706617603,0.297523201,0,0.0371904,0.0371904,0.1115712,0.0371904,0,0.1115712,0,0.185952001,0.0371904,0.0371904,0,0.0743808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371904,0,0,0,0
OHU bakery,4.1,9,11:00 - 18:00,,2,N/A,2,15,TRUE,,,TRUE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0.23570226,0,0,0,0.23570226,0.23570226,0,0.23570226,0,0,0,0,0,0,0.23570226,0,0.471404521,0,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0
Brightz กาแฟน่าน (กาแฟน่าน),4.2,12,07:30 - 19:00,08:30 - 16:30,1,40,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606091527,0.101015254,0.303045763,0.101015254,0.101015254,0.303045763,0,0,0.202030509,0,0,0,0,0,0,0.404061018,0.404061018,0,0.202030509,0.101015254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาแฟสดสังคม คณะสังคมศาสตร์,3.8,23,08:30 - 16:00,,1,N/A,16,14,TRUE,FALSE,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48507125,0.363803438,0.242535625,0,0.121267813,0.363803438,0.121267813,0.363803438,0,0,0,0,0,0,0,0.48507125,0,0,0.121267813,0.121267813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121267813,0,0,0,0
Sparkle Coff Bake (Sparkle Coff Bake),4,5,07:00 - 17:30,07:00 - 17:00,1,10,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inbox Coffee Bar (อินบ็อกซ์คอฟฟี่บาร์),3.7,112,09:00 - 23:59,,3,40,68,202,TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767612408,0.124960159,0.196365965,0.071405805,0.035702903,0.428434832,0.285623221,0,0.017851451,0.071405805,0,0.017851451,0,0.017851451,0.017851451,0.196365965,0.053554354,0.124960159,0,0.142811611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035702903,0,0,0,0
Nine One Coffee,4.2,37,08:30 - 19:30,,2,40,27,286,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300122524,0.385871817,0.257247878,0.042874646,0,0.300122524,0.300122524,0,0.128623939,0.042874646,0.085749293,0.257247878,0,0,0.085749293,0.300122524,0.085749293,0.471621109,0,0.300122524,0,0,0.042874646,0,0,0,0,0,0,0,0,0,0,0.042874646,0,0,0,0
เค้กคุณจุ๊ (HOME-BAKED),4.9,9,10:00 - 16:30,,1,10,0,0,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
แดงเบเกอรี่ (DANG BAKERY),4,41,07:00 - 19:00,,1,0,20,79,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855930662,0.213982665,0.190206814,0.118879259,0.023775852,0.023775852,0.023775852,0.095103407,0.118879259,0,0,0,0,0.023775852,0,0.380413627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023775852,0.023775852,0,0
Each Day Cafe',4,2,08:00 - 17:00,,1,40,0,0,TRUE,TRUE,,,TRUE,,,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0.577350269,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not Too Sweet Bakery Cafe (น๊อททูสวีทเบเกอรี่คาเฟ่),4.5,12,09:00 - 17:30,09:00 - 17:30,1,10,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.423999152,0.423999152,0.105999788,0.105999788,0,0.211999576,0.423999152,0,0.317999364,0.105999788,0,0,0,0.105999788,0.105999788,0.317999364,0,0.317999364,0,0.211999576,0,0,0.105999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flour Flour Loaf,4,39,09:00 - 09:30,09:00 - 09:30,2,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755011989,0.131306433,0.131306433,0.426745907,0,0.098479825,0.262612866,0,0,0,0.032826608,0,0,0.032826608,0,0.229786258,0.131306433,0.229786258,0,0.065653216,0,0.065653216,0,0,0,0,0.032826608,0,0,0,0,0,0,0,0,0,0,0
BREW FACT (บรูว์ แฟ็คท์),3.8,27,07:00 - 18:00,07:00 - 17:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552865605,0.184288535,0.245718047,0,0,0.307147558,0.122859023,0,0.061429512,0,0,0,0,0.061429512,0,0.491436093,0.184288535,0.36857707,0,0.245718047,0,0.061429512,0,0,0,0.061429512,0,0,0,0,0,0,0,0.061429512,0,0,0,0
Chalatte Cafe,3.8,56,11:00 - 20:00,,1,40,18,146,TRUE,TRUE,,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.717198082,0.494619367,0.14838581,0.14838581,0,0.247309683,0.123654842,0.049461937,0,0.024730968,0.024730968,0,0,0.024730968,0,0.272040652,0.049461937,0.14838581,0,0.123654842,0,0,0,0.049461937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Coffee Bar & Hostel (Ray Coffee Bar & Hostel),4.1,11,08:30 - 18:00,08:00 - 17:00,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.727606875,0.242535625,0.242535625,0.242535625,0,0.242535625,0,0,0,0,0,0.242535625,0,0.242535625,0,0,0,0.242535625,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Cafe',4.1,30,08:00 - 18:00,,1,40,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709475655,0.047298377,0.331088639,0.189193508,0,0.236491885,0.378387016,0.047298377,0,0,0.047298377,0,0,0.047298377,0,0.189193508,0.189193508,0.189193508,0,0.189193508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GrainCafe.cnx (GrainCafe.cnx),3.9,29,08:00 - 17:30,08:00 - 17:00,1,40,0,0,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182955741,0.457389354,0.457389354,0.137216806,0,0.182955741,0.182955741,0,0.045738935,0,0,0,0,0.045738935,0,0.274433612,0.548867224,0.091477871,0,0.228694677,0,0.045738935,0,0,0,0,0,0,0,0,0,0,0,0.137216806,0,0,0,0
มาดามไซร่า โฮมเมดเบเกอรี่ (Madam Saira homemade bakery),4,1,09:00 - 17:00,10:00 - 16:00,1,N/A,0,0,,,,FALSE,TRUE,,,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grocery.,4.2,4,08:00 - 17:00,08:00 - 17:00,1,N/A,0,0,TRUE,,,FALSE,TRUE,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.557086015,0,0,0,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0.185695338,0.185695338,0.742781353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fahtara Coffee (ฟ้าธารา),4.3,13,08:30 - 19:30,08:30 - 19:30,2,80,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256307297,0,0.341743063,0,0,0.512614595,0.427178829,0,0,0.085435766,0,0,0,0.085435766,0,0.256307297,0.512614595,0,0,0.170871532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savor.Society (เซเวอโซไซตี้),4,13,07:00 - 18:00,,2,80,6,34,TRUE,TRUE,,FALSE,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.612372436,0.102062073,0.306186218,0.40824829,0,0.204124145,0.102062073,0,0.306186218,0,0,0,0,0.102062073,0,0.204124145,0.204124145,0.306186218,0,0.102062073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102062073,0,0,0,0
After You Dessert Café (อาฟเตอร์ยู),4.2,51,11:00 - 21:00,11:00 - 21:30,2,40,0,0,TRUE,,FALSE,TRUE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790065707,0.253949692,0.253949692,0.282166324,0.056433265,0.084649897,0.225733059,0,0.141083162,0.056433265,0,0.028216632,0,0.028216632,0,0.253949692,0,0.056433265,0.028216632,0.11286653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barneo Dessert Bar (ชีสเค้กเชียงใหม่ สูตรลับฉบับพี่หมี by Barneo Dessert Bar),4.1,103,09:30 - 18:00,09:30 - 18:00,2,80,0,0,TRUE,TRUE,,,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.700611831,0.284031823,0.246160914,0.246160914,0,0.189354549,0.094677274,0,0.056806365,0,0.018935455,0,0,0.056806365,0.03787091,0.265096369,0.189354549,0.321902733,0,0.208290004,0,0.018935455,0.018935455,0,0,0,0,0,0,0,0,0,0,0.018935455,0,0,0,0
Copper Canyon Cafe & Restaurant,4.4,4,10:00 - 19:00,,3,80,2,27,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755928946,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0.377964473,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BiSCOTTI (บิสคอตติ),4.1,37,09:00 - 17:00,,2,40,35,206,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0.71756088,0.097849211,0.260931229,0.097849211,0.032616404,0.554478862,0.097849211,0,0.130465615,0,0,0.032616404,0,0,0,0.195698422,0.097849211,0.065232807,0,0.065232807,0,0,0,0,0,0,0.032616404,0,0,0,0,0,0,0.065232807,0,0,0,0
Bowls&Breads (โบลว์แอนด์เบรด),4,10,08:30 - 15:30,09:30 - 15:00,2,10,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712068995,0.237356332,0.356034497,0.356034497,0,0,0,0,0,0,0,0,0,0,0,0.237356332,0,0.356034497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POND Bakery & Tearoom (POND Bakery & Tearoom),4.3,14,09:30 - 18:00,09:30 - 18:00,2,10,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369800131,0.138675049,0.184900065,0,0,0.277350098,0.231125082,0,0.046225016,0.046225016,0.046225016,0,0,0.092450033,0,0.277350098,0.50847518,0.554700196,0.046225016,0.138675049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ไออุ่น Cake & Café (ไออุ่นกรุ่นกาแฟ),4.3,4,09:00 - 17:00,,2,80,3,10,TRUE,TRUE,,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670820393,0,0.223606798,0,0.223606798,0.670820393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Baristro At Somphet Market (เดอะบาริสโตรแอดตลาดสมเพ็รช),3.9,13,08:00 - 18:00,08:00 - 17:30,2,40,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.207390339,0,0.311085508,0,0,0.207390339,0,0,0.207390339,0,0,0,0,0,0,0.207390339,0.829561356,0,0,0.207390339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
